symbol,name,asset_type,exchange,source,is_etf
REG,REGENCY CENTERS CORP,stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
PFGC,Performance Food Group Co,stock,NYSE,sec-company-tickers+nasdaq-trader,false
GRAB,Grab Holdings Ltd,stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
SGI,SOMNIGROUP INTERNATIONAL INC.,stock,NYSE,sec-company-tickers+nasdaq-trader,false
LECO,LINCOLN ELECTRIC HOLDINGS INC,stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
BAWAY,BAWAG Group AG/ADR,stock,OTC,sec-company-tickers,false
AAOI,"APPLIED OPTOELECTRONICS, INC.",stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
PAC,Pacific Airport Group,stock,NYSE,sec-company-tickers+nasdaq-trader,false
ENLT,Enlight Renewable Energy Ltd.,stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
PS,PERSHING SQUARE INC.,stock,NYSE,sec-company-tickers+nasdaq-trader,false
NWSA,NEWS CORP,stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
LGN,Legence Corp.,stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
YARIY,YARA INTERNATIONAL ASA,stock,OTC,sec-company-tickers,false
TKO,"TKO Group Holdings, Inc.",stock,NYSE,sec-company-tickers+nasdaq-trader,false
RBRK,"Rubrik, Inc.",stock,NYSE,sec-company-tickers+nasdaq-trader,false
GIB,CGI INC,stock,NYSE,sec-company-tickers+nasdaq-trader,false
BWA,BORGWARNER INC,stock,NYSE,sec-company-tickers+nasdaq-trader,false
RRX,REGAL REXNORD CORP,stock,NYSE,sec-company-tickers+nasdaq-trader,false
EG,"EVEREST GROUP, LTD.",stock,NYSE,sec-company-tickers+nasdaq-trader,false
SANM,SANMINA CORP,stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
TIGO,MILLICOM INTERNATIONAL CELLULAR SA,stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
MAS,MASCO CORP /DE/,stock,NYSE,sec-company-tickers+nasdaq-trader,false
JBS,JBS N.V.,stock,NYSE,sec-company-tickers+nasdaq-trader,false
RGA,REINSURANCE GROUP OF AMERICA INC,stock,NYSE,sec-company-tickers+nasdaq-trader,false
IESC,"IES Holdings, Inc.",stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
DOC,"HEALTHPEAK PROPERTIES, INC.",stock,NYSE,sec-company-tickers+nasdaq-trader,false
CSL,CARLISLE COMPANIES INC,stock,NYSE,sec-company-tickers+nasdaq-trader,false
PUGBY,Puig Brands S.A./ADR,stock,OTC,sec-company-tickers,false
CRRFY,CARREFOUR SA,stock,OTC,sec-company-tickers,false
ARMK,Aramark,stock,NYSE,sec-company-tickers+nasdaq-trader,false
J,JACOBS SOLUTIONS INC.,stock,NYSE,sec-company-tickers+nasdaq-trader,false
AEIS,ADVANCED ENERGY INDUSTRIES INC,stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
CHKP,CHECK POINT SOFTWARE TECHNOLOGIES LTD,stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
ONTO,ONTO INNOVATION INC.,stock,NYSE,sec-company-tickers+nasdaq-trader,false
GLPI,"Gaming & Leisure Properties, Inc.",stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
TOST,"Toast, Inc.",stock,NYSE,sec-company-tickers+nasdaq-trader,false
GPC,GENUINE PARTS CO,stock,NYSE,sec-company-tickers+nasdaq-trader,false
UNM,Unum Group,stock,NYSE,sec-company-tickers+nasdaq-trader,false
ARCC,ARES CAPITAL CORP,stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
SOLS,Solstice Advanced Materials Inc.,stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
ONON,On Holding AG,stock,NYSE,sec-company-tickers+nasdaq-trader,false
JLL,JONES LANG LASALLE INC,stock,NYSE,sec-company-tickers+nasdaq-trader,false
LYTHF,Lytus Technologies Holdings PTV. Ltd.,stock,OTC,sec-company-tickers,false
DSEEY,Daiwa Securities Group Inc.,stock,OTC,sec-company-tickers,false
BBIO,"BridgeBio Pharma, Inc.",stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
CSGP,"COSTAR GROUP, INC.",stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
PAYP,PayPay Corp,stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
VIAV,VIAVI SOLUTIONS INC.,stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
APA,APA Corp,stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
HTHT,H World Group Ltd,stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
BBY,BEST BUY CO INC,stock,NYSE,sec-company-tickers+nasdaq-trader,false
SOLV,Solventum Corp,stock,NYSE,sec-company-tickers+nasdaq-trader,false
AEG,AEGON LTD.,stock,NYSE,sec-company-tickers+nasdaq-trader,false
SMMT,Summit Therapeutics Inc.,stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
RPM,RPM INTERNATIONAL INC/DE/,stock,NYSE,sec-company-tickers+nasdaq-trader,false
AMH,American Homes 4 Rent,stock,NYSE,sec-company-tickers+nasdaq-trader,false
NIO,NIO Inc.,stock,NYSE,sec-company-tickers+nasdaq-trader,false
TRMB,TRIMBLE INC.,stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
ALLY,Ally Financial Inc.,stock,NYSE,sec-company-tickers+nasdaq-trader,false
FNF,"Fidelity National Financial, Inc.",stock,NYSE,sec-company-tickers+nasdaq-trader,false
SNN,SMITH & NEPHEW PLC,stock,NYSE,sec-company-tickers+nasdaq-trader,false
APLD,Applied Digital Corp.,stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
PEN,Penumbra Inc,stock,NYSE,sec-company-tickers+nasdaq-trader,false
TOL,"Toll Brothers, Inc.",stock,NYSE,sec-company-tickers+nasdaq-trader,false
VARRY,Var Energi ASA/ADR,stock,OTC,sec-company-tickers,false
GFL,GFL Environmental Inc.,stock,NYSE,sec-company-tickers+nasdaq-trader,false
WSE,Wise Group plc,stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
SUN,Sunoco LP,stock,NYSE,sec-company-tickers+nasdaq-trader,false
CNH,CNH Industrial N.V.,stock,NYSE,sec-company-tickers+nasdaq-trader,false
HUT,Hut 8 Corp.,stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
GGG,GRACO INC,stock,NYSE,sec-company-tickers+nasdaq-trader,false
DY,DYCOM INDUSTRIES INC,stock,NYSE,sec-company-tickers+nasdaq-trader,false
AIZ,"ASSURANT, INC.",stock,NYSE,sec-company-tickers+nasdaq-trader,false
HII,"HUNTINGTON INGALLS INDUSTRIES, INC.",stock,NYSE,sec-company-tickers+nasdaq-trader,false
TYL,TYLER TECHNOLOGIES INC,stock,NYSE,sec-company-tickers+nasdaq-trader,false
MKC,MCCORMICK & CO INC,stock,NYSE,sec-company-tickers+nasdaq-trader,false
IONS,IONIS PHARMACEUTICALS INC,stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
EXEL,"EXELIXIS, INC.",stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
BNT,Brookfield Wealth Solutions Ltd.,stock,NYSE,sec-company-tickers+nasdaq-trader,false
SWKS,"SKYWORKS SOLUTIONS, INC.",stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
CRBG,"Corebridge Financial, Inc.",stock,NYSE,sec-company-tickers+nasdaq-trader,false
DVA,DAVITA INC.,stock,NYSE,sec-company-tickers+nasdaq-trader,false
NTNX,"Nutanix, Inc.",stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
BLMOY,BELIMO Holding AG/ADR,stock,OTC,sec-company-tickers,false
ELS,EQUITY LIFESTYLE PROPERTIES INC,stock,NYSE,sec-company-tickers+nasdaq-trader,false
WULF,TERAWULF INC.,stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
JHX,James Hardie Industries plc,stock,NYSE,sec-company-tickers+nasdaq-trader,false
HAS,"HASBRO, INC.",stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
SAIA,SAIA INC,stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
QXO,"QXO, Inc.",stock,NYSE,sec-company-tickers+nasdaq-trader,false
APTV,Aptiv PLC,stock,NYSE,sec-company-tickers+nasdaq-trader,false
TFII,TFI International Inc.,stock,NYSE,sec-company-tickers+nasdaq-trader,false
DINO,HF Sinclair Corp,stock,NYSE,sec-company-tickers+nasdaq-trader,false
IVZ,Invesco Ltd.,stock,NYSE,sec-company-tickers+nasdaq-trader,false
SWK,"STANLEY BLACK & DECKER, INC.",stock,NYSE,sec-company-tickers+nasdaq-trader,false
MEDP,"Medpace Holdings, Inc.",stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
AVY,Avery Dennison Corp,stock,NYSE,sec-company-tickers+nasdaq-trader,false
DRS,"Leonardo DRS, Inc.",stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
FIVE,"FIVE BELOW, INC",stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
GL,GLOBE LIFE INC.,stock,NYSE,sec-company-tickers+nasdaq-trader,false
COO,"COOPER COMPANIES, INC.",stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
NYT,NEW YORK TIMES CO,stock,NYSE,sec-company-tickers+nasdaq-trader,false
MDGL,"MADRIGAL PHARMACEUTICALS, INC.",stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
LFUS,LITTELFUSE INC /DE,stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
AXSM,"Axsome Therapeutics, Inc.",stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
ZBRA,ZEBRA TECHNOLOGIES CORP,stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
RGC,Regencell Bioscience Holdings Ltd,stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
BF-A,BROWN FORMAN CORP,stock,NYSE,sec-company-tickers+nasdaq-trader,false
TXRH,"Texas Roadhouse, Inc.",stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
OKLO,Oklo Inc.,stock,NYSE,sec-company-tickers+nasdaq-trader,false
AGNC,AGNC Investment Corp.,stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
MP,MP Materials Corp. / DE,stock,NYSE,sec-company-tickers+nasdaq-trader,false
DT,"Dynatrace, Inc.",stock,NYSE,sec-company-tickers+nasdaq-trader,false
EQH,"Equitable Holdings, Inc.",stock,NYSE,sec-company-tickers+nasdaq-trader,false
CNA,CNA FINANCIAL CORP,stock,NYSE,sec-company-tickers+nasdaq-trader,false
KNX,Knight-Swift Transportation Holdings Inc.,stock,NYSE,sec-company-tickers+nasdaq-trader,false
DKNG,DraftKings Inc.,stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
HL,HECLA MINING CO/DE/,stock,NYSE,sec-company-tickers+nasdaq-trader,false
WBS,WEBSTER FINANCIAL CORP,stock,NYSE,sec-company-tickers+nasdaq-trader,false
GDDY,GoDaddy Inc.,stock,NYSE,sec-company-tickers+nasdaq-trader,false
COKE,"Coca-Cola Consolidated, Inc.",stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
ALGN,ALIGN TECHNOLOGY INC,stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
CONE,"Compass Sub North, Inc.",stock,,sec-company-tickers,false
U,Unity Software Inc.,stock,NYSE,sec-company-tickers+nasdaq-trader,false
CLX,CLOROX CO /DE/,stock,NYSE,sec-company-tickers+nasdaq-trader,false
GWRE,"Guidewire Software, Inc.",stock,NYSE,sec-company-tickers+nasdaq-trader,false
BTSG,"BrightSpring Health Services, Inc.",stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
ERIE,ERIE INDEMNITY CO,stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
XE,"X-Energy, Inc.",stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
BLD,TopBuild Corp,stock,NYSE,sec-company-tickers+nasdaq-trader,false
FRVO,Fervo Energy Co,stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
PSKY,Paramount Skydance Corp,stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
FMS,Fresenius Medical Care AG,stock,NYSE,sec-company-tickers+nasdaq-trader,false
FIG,"Figma, Inc.",stock,NYSE,sec-company-tickers+nasdaq-trader,false
FHN,FIRST HORIZON CORP,stock,NYSE,sec-company-tickers+nasdaq-trader,false
CKHGF,Capitec Bank Holdings Ltd / ADR,stock,OTC,sec-company-tickers,false
GMED,GLOBUS MEDICAL INC,stock,NYSE,sec-company-tickers+nasdaq-trader,false
GLXY,Galaxy Digital Inc.,stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
AIT,APPLIED INDUSTRIAL TECHNOLOGIES INC,stock,NYSE,sec-company-tickers+nasdaq-trader,false
HRL,HORMEL FOODS CORP /DE/,stock,NYSE,sec-company-tickers+nasdaq-trader,false
AAON,"AAON, INC.",stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
RDY,DR REDDYS LABORATORIES LTD,stock,NYSE,sec-company-tickers+nasdaq-trader,false
DLAKY,DEUTSCHE LUFTHANSA A G /FI,stock,OTC,sec-company-tickers,false
ELAN,Elanco Animal Health Inc,stock,NYSE,sec-company-tickers+nasdaq-trader,false
HMY,HARMONY GOLD MINING CO LTD,stock,NYSE,sec-company-tickers+nasdaq-trader,false
WLK,WESTLAKE CORP,stock,NYSE,sec-company-tickers+nasdaq-trader,false
CGNX,COGNEX CORP,stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
ALLE,Allegion plc,stock,NYSE,sec-company-tickers+nasdaq-trader,false
JOBY,"Joby Aviation, Inc.",stock,NYSE,sec-company-tickers+nasdaq-trader,false
AFG,AMERICAN FINANCIAL GROUP INC,stock,NYSE,sec-company-tickers+nasdaq-trader,false
VIRT,"Virtu Financial, Inc.",stock,NYSE,sec-company-tickers+nasdaq-trader,false
SF,STIFEL FINANCIAL CORP,stock,NYSE,sec-company-tickers+nasdaq-trader,false
EGP,EASTGROUP PROPERTIES INC,stock,NYSE,sec-company-tickers+nasdaq-trader,false
CACI,CACI INTERNATIONAL INC /DE/,stock,NYSE,sec-company-tickers+nasdaq-trader,false
AR,ANTERO RESOURCES Corp,stock,NYSE,sec-company-tickers+nasdaq-trader,false
GIL,Gildan Activewear Inc.,stock,NYSE,sec-company-tickers+nasdaq-trader,false
VSAT,VIASAT INC,stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
OBICY,"OBIC Co., Ltd./ADR",stock,OTC,sec-company-tickers,false
CCK,"CROWN HOLDINGS, INC.",stock,NYSE,sec-company-tickers+nasdaq-trader,false
SPXC,"SPX Technologies, Inc.",stock,NYSE,sec-company-tickers+nasdaq-trader,false
PAG,"PENSKE AUTOMOTIVE GROUP, INC.",stock,NYSE,sec-company-tickers+nasdaq-trader,false
SEIC,SEI INVESTMENTS CO,stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
SJM,J M SMUCKER Co,stock,NYSE,sec-company-tickers+nasdaq-trader,false
LPGCY,Laopu Gold Co. Ltd./ADR,stock,OTC,sec-company-tickers,false
MOG-A,MOOG INC.,stock,NYSE,sec-company-tickers+nasdaq-trader,false
BXP,"BXP, Inc.",stock,NYSE,sec-company-tickers+nasdaq-trader,false
PINS,"PINTEREST, INC.",stock,NYSE,sec-company-tickers+nasdaq-trader,false
BJ,"BJ's Wholesale Club Holdings, Inc.",stock,NYSE,sec-company-tickers+nasdaq-trader,false
RVTY,"REVVITY, INC.",stock,NYSE,sec-company-tickers+nasdaq-trader,false
GSAT,"Globalstar, Inc.",stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
TIMB,TIM S.A.,stock,NYSE,sec-company-tickers+nasdaq-trader,false
CPT,CAMDEN PROPERTY TRUST,stock,NYSE,sec-company-tickers+nasdaq-trader,false
PODD,INSULET CORP,stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
KTOS,"KRATOS DEFENSE & SECURITY SOLUTIONS, INC.",stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
POWL,POWELL INDUSTRIES INC,stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
FORM,FORMFACTOR INC,stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
JEF,Jefferies Financial Group Inc.,stock,NYSE,sec-company-tickers+nasdaq-trader,false
WMS,"ADVANCED DRAINAGE SYSTEMS, INC.",stock,NYSE,sec-company-tickers+nasdaq-trader,false
SCI,SERVICE CORP INTERNATIONAL,stock,NYSE,sec-company-tickers+nasdaq-trader,false
IT,GARTNER INC,stock,NYSE,sec-company-tickers+nasdaq-trader,false
SPIIY,SPIE SA/ADR,stock,OTC,sec-company-tickers,false
HBM,Hudbay Minerals Inc.,stock,NYSE,sec-company-tickers+nasdaq-trader,false
WTRG,"Essential Utilities, Inc.",stock,NYSE,sec-company-tickers+nasdaq-trader,false
CR,Crane Co,stock,NYSE,sec-company-tickers+nasdaq-trader,false
ESI,Element Solutions Inc,stock,NYSE,sec-company-tickers+nasdaq-trader,false
PTCAY,PT Chandra Asri Petrochemical Tbk/ADR,stock,OTC,sec-company-tickers,false
LUMN,"Lumen Technologies, Inc.",stock,NYSE,sec-company-tickers+nasdaq-trader,false
AES,AES CORP,stock,NYSE,sec-company-tickers+nasdaq-trader,false
LINE,"Lineage, Inc.",stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
FRT,FEDERAL REALTY INVESTMENT TRUST,stock,NYSE,sec-company-tickers+nasdaq-trader,false
EHC,Encompass Health Corp,stock,NYSE,sec-company-tickers+nasdaq-trader,false
TTD,"Trade Desk, Inc.",stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
HLI,"HOULIHAN LOKEY, INC.",stock,NYSE,sec-company-tickers+nasdaq-trader,false
WTS,WATTS WATER TECHNOLOGIES INC,stock,NYSE,sec-company-tickers+nasdaq-trader,false
BZLFY,BUNZL PLC,stock,OTC,sec-company-tickers,false
AM,Antero Midstream Corp,stock,NYSE,sec-company-tickers+nasdaq-trader,false
CYTK,CYTOKINETICS INC,stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
SFD,SMITHFIELD FOODS INC,stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
DPZ,DOMINOS PIZZA INC,stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
QBTS,D-Wave Quantum Inc.,stock,NYSE,sec-company-tickers+nasdaq-trader,false
SUZ,Suzano S.A.,stock,NYSE,sec-company-tickers+nasdaq-trader,false
EMBJ,EMBRAER S.A.,stock,NYSE,sec-company-tickers+nasdaq-trader,false
VMI,VALMONT INDUSTRIES INC,stock,NYSE,sec-company-tickers+nasdaq-trader,false
BMRN,BIOMARIN PHARMACEUTICAL INC,stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
WTFC,WINTRUST FINANCIAL CORP,stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
UMBF,UMB FINANCIAL CORP,stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
FCFS,"FirstCash Holdings, Inc.",stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
WYNN,WYNN RESORTS LTD,stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
HUBS,HUBSPOT INC,stock,NYSE,sec-company-tickers+nasdaq-trader,false
ABVX,Abivax S.A.,stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
ENSG,"ENSIGN GROUP, INC",stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
BAX,BAXTER INTERNATIONAL INC,stock,NYSE,sec-company-tickers+nasdaq-trader,false
IAG,IAMGOLD CORP,stock,NYSE,sec-company-tickers+nasdaq-trader,false
OGE,OGE ENERGY CORP.,stock,NYSE,sec-company-tickers+nasdaq-trader,false
AG,FIRST MAJESTIC SILVER CORP,stock,NYSE,sec-company-tickers+nasdaq-trader,false
SIRI,SIRIUS XM HOLDINGS INC.,stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
GTLS,CHART INDUSTRIES INC,stock,NYSE,sec-company-tickers+nasdaq-trader,false
EQX,Equinox Gold Corp.,stock,NYSE,sec-company-tickers+nasdaq-trader,false
BSY,BENTLEY SYSTEMS INC,stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
CTRE,"CareTrust REIT, Inc.",stock,NYSE,sec-company-tickers+nasdaq-trader,false
GWKSY,GAMES WORKSHOP GROUP PLC/ADR,stock,OTC,sec-company-tickers,false
RIOT,"Riot Platforms, Inc.",stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
SIMO,Silicon Motion Technology CORP,stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
MGM,MGM Resorts International,stock,NYSE,sec-company-tickers+nasdaq-trader,false
GME,GameStop Corp.,stock,NYSE,sec-company-tickers+nasdaq-trader,false
AAL,American Airlines Group Inc.,stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
BPOP,"POPULAR, INC.",stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
MUSA,Murphy USA Inc.,stock,NYSE,sec-company-tickers+nasdaq-trader,false
DCI,DONALDSON Co INC,stock,NYSE,sec-company-tickers+nasdaq-trader,false
PRAX,"Praxis Precision Medicines, Inc.",stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
JKHY,JACK HENRY & ASSOCIATES INC,stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
UHAL,U-Haul Holding Co /NV/,stock,NYSE,sec-company-tickers+nasdaq-trader,false
TX,Ternium S.A.,stock,NYSE,sec-company-tickers+nasdaq-trader,false
SHMXY,Shimadzu Corporation/ADR,stock,OTC,sec-company-tickers,false
MINBY,MINEBEA MITSUMI Inc.,stock,OTC,sec-company-tickers,false
OC,Owens Corning,stock,NYSE,sec-company-tickers+nasdaq-trader,false
CWEN,"Clearway Energy, Inc.",stock,NYSE,sec-company-tickers+nasdaq-trader,false
R,RYDER SYSTEM INC,stock,NYSE,sec-company-tickers+nasdaq-trader,false
MICC,Magnum Ice Cream Co N.V.,stock,NYSE,sec-company-tickers+nasdaq-trader,false
ORI,OLD REPUBLIC INTERNATIONAL CORP,stock,NYSE,sec-company-tickers+nasdaq-trader,false
ALV,AUTOLIV INC,stock,NYSE,sec-company-tickers+nasdaq-trader,false
BAH,Booz Allen Hamilton Holding Corp,stock,NYSE,sec-company-tickers+nasdaq-trader,false
BRX,Brixmor Property Group Inc.,stock,NYSE,sec-company-tickers+nasdaq-trader,false
SNAP,Snap Inc,stock,NYSE,sec-company-tickers+nasdaq-trader,false
QRVO,"Qorvo, Inc.",stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
ALGM,"ALLEGRO MICROSYSTEMS, INC.",stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
W,Wayfair Inc.,stock,NYSE,sec-company-tickers+nasdaq-trader,false
UHS,UNIVERSAL HEALTH SERVICES INC,stock,NYSE,sec-company-tickers+nasdaq-trader,false
PMDIY,Pro Medicus Ltd./ADR,stock,OTC,sec-company-tickers,false
CNM,"Core & Main, Inc.",stock,NYSE,sec-company-tickers+nasdaq-trader,false
AGX,ARGAN INC,stock,NYSE,sec-company-tickers+nasdaq-trader,false
RRC,RANGE RESOURCES CORP,stock,NYSE,sec-company-tickers+nasdaq-trader,false
ALSN,Allison Transmission Holdings Inc,stock,NYSE,sec-company-tickers+nasdaq-trader,false
FLY,Firefly Aerospace Inc.,stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
FLS,FLOWSERVE CORP,stock,NYSE,sec-company-tickers+nasdaq-trader,false
ONB,OLD NATIONAL BANCORP /IN/,stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
MASI,MASIMO CORP,stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
CAVA,"CAVA GROUP, INC.",stock,NYSE,sec-company-tickers+nasdaq-trader,false
SSB,SouthState Bank Corp,stock,NYSE,sec-company-tickers+nasdaq-trader,false
ACM,AECOM,stock,NYSE,sec-company-tickers+nasdaq-trader,false
BROS,Dutch Bros Inc.,stock,NYSE,sec-company-tickers+nasdaq-trader,false
GGB,GERDAU S.A.,stock,NYSE,sec-company-tickers+nasdaq-trader,false
AVAV,AeroVironment Inc,stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
ZION,"ZIONS BANCORPORATION, NATIONAL ASSOCIATION /UT/",stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
MOH,"MOLINA HEALTHCARE, INC.",stock,NYSE,sec-company-tickers+nasdaq-trader,false
PSO,PEARSON PLC,stock,NYSE,sec-company-tickers+nasdaq-trader,false
LKNCY,Luckin Coffee Inc.,stock,OTC,sec-company-tickers,false
CUBE,CubeSmart,stock,NYSE,sec-company-tickers+nasdaq-trader,false
ADC,AGREE REALTY CORP,stock,NYSE,sec-company-tickers+nasdaq-trader,false
SNEX,StoneX Group Inc.,stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
CRUS,"CIRRUS LOGIC, INC.",stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
YMM,Full Truck Alliance Co. Ltd.,stock,NYSE,sec-company-tickers+nasdaq-trader,false
SAIL,"SailPoint, Inc.",stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
AYI,ACUITY INC. (DE),stock,NYSE,sec-company-tickers+nasdaq-trader,false
SARO,"StandardAero, Inc.",stock,NYSE,sec-company-tickers+nasdaq-trader,false
DDS,"DILLARD'S, INC.",stock,NYSE,sec-company-tickers+nasdaq-trader,false
TTC,TORO CO,stock,NYSE,sec-company-tickers+nasdaq-trader,false
KRYS,"Krystal Biotech, Inc.",stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
BVN,BUENAVENTURA MINING CO INC,stock,NYSE,sec-company-tickers+nasdaq-trader,false
XP,XP Inc.,stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
ENS,EnerSys,stock,NYSE,sec-company-tickers+nasdaq-trader,false
LEVI,LEVI STRAUSS & CO,stock,NYSE,sec-company-tickers+nasdaq-trader,false
FROG,JFrog Ltd,stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
CEF,Sprott Physical Gold & Silver Trust,etf,NYSE,sec-company-tickers+nasdaq-trader,true
MSGS,Madison Square Garden Sports Corp.,stock,NYSE,sec-company-tickers+nasdaq-trader,false
ENPH,"Enphase Energy, Inc.",stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
LLYVA,"Liberty Live Holdings, Inc.",stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
NCLTY,"Nitori Holdings Co., Ltd.",stock,OTC,sec-company-tickers,false
STN,STANTEC INC,stock,NYSE,sec-company-tickers+nasdaq-trader,false
FR,FIRST INDUSTRIAL REALTY TRUST INC,stock,NYSE,sec-company-tickers+nasdaq-trader,false
AXTI,AXT INC,stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
ELPC,ENERGY CO OF PARANA,stock,NYSE,sec-company-tickers+nasdaq-trader,false
KT,KT CORP,stock,NYSE,sec-company-tickers+nasdaq-trader,false
CHWY,"Chewy, Inc.",stock,NYSE,sec-company-tickers+nasdaq-trader,false
PRMB,Primo Brands Corp,stock,NYSE,sec-company-tickers+nasdaq-trader,false
COLB,"COLUMBIA BANKING SYSTEM, INC.",stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
WAL,WESTERN ALLIANCE BANCORPORATION,stock,NYSE,sec-company-tickers+nasdaq-trader,false
PRI,"Primerica, Inc.",stock,NYSE,sec-company-tickers+nasdaq-trader,false
KERCY,Keisei Electric Railway Co. Ltd/ADR,stock,OTC,sec-company-tickers,false
MXL,"MAXLINEAR, INC",stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
SSL,SASOL LTD,stock,NYSE,sec-company-tickers+nasdaq-trader,false
GAP,GAP INC,stock,NYSE,sec-company-tickers+nasdaq-trader,false
NNN,"NNN REIT, INC.",stock,NYSE,sec-company-tickers+nasdaq-trader,false
