symbol,name,asset_type,exchange,source,is_etf
DVN,DEVON ENERGY CORP/DE,stock,NYSE,sec-company-tickers+nasdaq-trader,false
DAL,"DELTA AIR LINES, INC.",stock,NYSE,sec-company-tickers+nasdaq-trader,false
MT,ArcelorMittal,stock,NYSE,sec-company-tickers+nasdaq-trader,false
JHPCY,"Jiangsu Hengrui Pharmaceuticals Co., Ltd./ADR",stock,OTC,sec-company-tickers,false
GWLIF,GREAT-WEST LIFECO INC.,stock,OTC,sec-company-tickers,false
NDAQ,"NASDAQ, INC.",stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
EBAY,EBAY INC,stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
AZO,AUTOZONE INC,stock,NYSE,sec-company-tickers+nasdaq-trader,false
ABEV,AMBEV S.A.,stock,NYSE,sec-company-tickers+nasdaq-trader,false
FAST,FASTENAL CO,stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
ROK,"ROCKWELL AUTOMATION, INC",stock,NYSE,sec-company-tickers+nasdaq-trader,false
HPE,Hewlett Packard Enterprise Co,stock,NYSE,sec-company-tickers+nasdaq-trader,false
XEL,XCEL ENERGY INC,stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
EW,Edwards Lifesciences Corp,stock,NYSE,sec-company-tickers+nasdaq-trader,false
EA,ELECTRONIC ARTS INC.,stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
ARGX,ARGENX SE,stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
ADSK,"Autodesk, Inc.",stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
TAK,TAKEDA PHARMACEUTICAL CO LTD,stock,NYSE,sec-company-tickers+nasdaq-trader,false
ON,ON SEMICONDUCTOR CORP,stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
GFS,GLOBALFOUNDRIES Inc.,stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
AU,AngloGold Ashanti PLC,stock,NYSE,sec-company-tickers+nasdaq-trader,false
LNG,"Cheniere Energy, Inc.",stock,NYSE,sec-company-tickers+nasdaq-trader,false
INFY,Infosys Ltd,stock,NYSE,sec-company-tickers+nasdaq-trader,false
TYHOY,Toyota Tsusho Corporation/ADR,stock,OTC,sec-company-tickers,false
COIN,"Coinbase Global, Inc.",stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
GALDY,Galderma Group AG/ADR,stock,OTC,sec-company-tickers,false
DEO,DIAGEO PLC,stock,NYSE,sec-company-tickers+nasdaq-trader,false
CCJ,CAMECO CORP,stock,NYSE,sec-company-tickers+nasdaq-trader,false
EXC,EXELON CORP,stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
CAH,CARDINAL HEALTH INC,stock,NYSE,sec-company-tickers+nasdaq-trader,false
ASTS,"AST SpaceMobile, Inc.",stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
GRMN,GARMIN LTD,stock,NYSE,sec-company-tickers+nasdaq-trader,false
ERIC,ERICSSON LM TELEPHONE CO,stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
FITB,FIFTH THIRD BANCORP,stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
ODFL,"OLD DOMINION FREIGHT LINE, INC.",stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
WAB,WESTINGHOUSE AIR BRAKE TECHNOLOGIES CORP,stock,NYSE,sec-company-tickers+nasdaq-trader,false
SCMWY,SWISSCOM AG,stock,OTC,sec-company-tickers,false
FNV,FRANCO NEVADA Corp,stock,NYSE,sec-company-tickers+nasdaq-trader,false
FERG,Ferguson Enterprises Inc. /DE/,stock,NYSE,sec-company-tickers+nasdaq-trader,false
IDXX,IDEXX LABORATORIES INC /DE,stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
IX,ORIX CORP,stock,NYSE,sec-company-tickers+nasdaq-trader,false
STT,STATE STREET CORP,stock,NYSE,sec-company-tickers+nasdaq-trader,false
HEI,HEICO CORP,stock,NYSE,sec-company-tickers+nasdaq-trader,false
MSCI,MSCI Inc.,stock,NYSE,sec-company-tickers+nasdaq-trader,false
CLS,CELESTICA INC,stock,NYSE,sec-company-tickers+nasdaq-trader,false
YUM,YUM BRANDS INC,stock,NYSE,sec-company-tickers+nasdaq-trader,false
FMX,MEXICAN ECONOMIC DEVELOPMENT INC,stock,NYSE,sec-company-tickers+nasdaq-trader,false
CMG,CHIPOTLE MEXICAN GRILL INC,stock,NYSE,sec-company-tickers+nasdaq-trader,false
CCEP,COCA-COLA EUROPACIFIC PARTNERS plc,stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
DHI,HORTON D R INC /DE/,stock,NYSE,sec-company-tickers+nasdaq-trader,false
XYZ,"Block, Inc.",stock,NYSE,sec-company-tickers+nasdaq-trader,false
ARES,Ares Management Corp,stock,NYSE,sec-company-tickers+nasdaq-trader,false
CRDO,Credo Technology Group Holding Ltd,stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
BDX,BECTON DICKINSON & CO,stock,NYSE,sec-company-tickers+nasdaq-trader,false
TTWO,TAKE TWO INTERACTIVE SOFTWARE INC,stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
AMP,AMERIPRISE FINANCIAL INC,stock,NYSE,sec-company-tickers+nasdaq-trader,false
AIG,"AMERICAN INTERNATIONAL GROUP, INC.",stock,NYSE,sec-company-tickers+nasdaq-trader,false
HLN,Haleon plc,stock,NYSE,sec-company-tickers+nasdaq-trader,false
JD,"JD.com, Inc.",stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
SLF,SUN LIFE FINANCIAL INC,stock,NYSE,sec-company-tickers+nasdaq-trader,false
TEVA,TEVA PHARMACEUTICAL INDUSTRIES LTD,stock,NYSE,sec-company-tickers+nasdaq-trader,false
KDP,Keurig Dr Pepper Inc.,stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
JBL,JABIL INC,stock,NYSE,sec-company-tickers+nasdaq-trader,false
PEG,PUBLIC SERVICE ENTERPRISE GROUP INC,stock,NYSE,sec-company-tickers+nasdaq-trader,false
ESLT,ELBIT SYSTEMS LTD,stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
KR,KROGER CO,stock,NYSE,sec-company-tickers+nasdaq-trader,false
ED,CONSOLIDATED EDISON INC,stock,NYSE,sec-company-tickers+nasdaq-trader,false
RKT,"Rocket Companies, Inc.",stock,NYSE,sec-company-tickers+nasdaq-trader,false
CCI,CROWN CASTLE INC.,stock,NYSE,sec-company-tickers+nasdaq-trader,false
ALNY,"ALNYLAM PHARMACEUTICALS, INC.",stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
VIK,Viking Holdings Ltd,stock,NYSE,sec-company-tickers+nasdaq-trader,false
WCN,"Waste Connections, Inc.",stock,NYSE,sec-company-tickers+nasdaq-trader,false
PYPL,"PayPal Holdings, Inc.",stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
HSY,HERSHEY CO,stock,NYSE,sec-company-tickers+nasdaq-trader,false
LYV,"Live Nation Entertainment, Inc.",stock,NYSE,sec-company-tickers+nasdaq-trader,false
PUK,PRUDENTIAL PLC,stock,NYSE,sec-company-tickers+nasdaq-trader,false
EME,"EMCOR Group, Inc.",stock,NYSE,sec-company-tickers+nasdaq-trader,false
IRM,IRON MOUNTAIN INC,stock,NYSE,sec-company-tickers+nasdaq-trader,false
CBRE,"CBRE GROUP, INC.",stock,NYSE,sec-company-tickers+nasdaq-trader,false
ADM,Archer-Daniels-Midland Co,stock,NYSE,sec-company-tickers+nasdaq-trader,false
KB,KB Financial Group Inc.,stock,NYSE,sec-company-tickers+nasdaq-trader,false
CBOE,"Cboe Global Markets, Inc.",stock,CBOE,sec-company-tickers+nasdaq-trader,false
BBD,BANK BRADESCO,stock,NYSE,sec-company-tickers+nasdaq-trader,false
HIG,"HARTFORD INSURANCE GROUP, INC.",stock,NYSE,sec-company-tickers+nasdaq-trader,false
CCL,Carnival Corp Ltd.,stock,NYSE,sec-company-tickers+nasdaq-trader,false
UI,Ubiquiti Inc.,stock,NYSE,sec-company-tickers+nasdaq-trader,false
GFI,GOLD FIELDS LTD,stock,NYSE,sec-company-tickers+nasdaq-trader,false
WEC,"WEC ENERGY GROUP, INC.",stock,NYSE,sec-company-tickers+nasdaq-trader,false
TRI,THOMSON REUTERS CORP /CAN/,stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
HUM,HUMANA INC,stock,NYSE,sec-company-tickers+nasdaq-trader,false
PCG,PG&E Corp,stock,NYSE,sec-company-tickers+nasdaq-trader,false
STLD,STEEL DYNAMICS INC,stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
SYY,SYSCO CORP,stock,NYSE,sec-company-tickers+nasdaq-trader,false
SATS,EchoStar CORP,stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
KGC,KINROSS GOLD CORP,stock,NYSE,sec-company-tickers+nasdaq-trader,false
EQT,EQT Corp,stock,NYSE,sec-company-tickers+nasdaq-trader,false
DLMAY,Dollarama Inc./ADR,stock,OTC,sec-company-tickers,false
VMC,Vulcan Materials CO,stock,NYSE,sec-company-tickers+nasdaq-trader,false
Q,"Qnity Electronics, Inc.",stock,NYSE,sec-company-tickers+nasdaq-trader,false
UAL,"United Airlines Holdings, Inc.",stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
TSEM,TOWER SEMICONDUCTOR LTD,stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
HAL,HALLIBURTON CO,stock,NYSE,sec-company-tickers+nasdaq-trader,false
HMC,HONDA MOTOR CO LTD,stock,NYSE,sec-company-tickers+nasdaq-trader,false
VOD,VODAFONE GROUP PUBLIC LTD CO,stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
PAYX,PAYCHEX INC,stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
MLM,MARTIN MARIETTA MATERIALS INC,stock,NYSE,sec-company-tickers+nasdaq-trader,false
CHT,CHUNGHWA TELECOM CO LTD,stock,NYSE,sec-company-tickers+nasdaq-trader,false
ZTS,Zoetis Inc.,stock,NYSE,sec-company-tickers+nasdaq-trader,false
KVUE,Kenvue Inc.,stock,NYSE,sec-company-tickers+nasdaq-trader,false
ACGL,ARCH CAPITAL GROUP LTD.,stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
CSLLY,CSL LTD,stock,OTC,sec-company-tickers,false
WAT,WATERS CORP /DE/,stock,NYSE,sec-company-tickers+nasdaq-trader,false
FRFHF,FAIRFAX FINANCIAL HOLDINGS LTD/ CAN,stock,OTC,sec-company-tickers,false
ALC,ALCON INC,stock,NYSE,sec-company-tickers+nasdaq-trader,false
LVS,LAS VEGAS SANDS CORP,stock,NYSE,sec-company-tickers+nasdaq-trader,false
RBLX,Roblox Corp,stock,NYSE,sec-company-tickers+nasdaq-trader,false
RVMD,"Revolution Medicines, Inc.",stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
KMB,KIMBERLY CLARK CORP,stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
A,"AGILENT TECHNOLOGIES, INC.",stock,NYSE,sec-company-tickers+nasdaq-trader,false
HBAN,HUNTINGTON BANCSHARES INC /MD/,stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
SUNB,"Sunbelt Rentals Holdings, Inc.",stock,NYSE,sec-company-tickers+nasdaq-trader,false
ROP,ROPER TECHNOLOGIES INC,stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
CPRT,COPART INC,stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
VG,"Venture Global, Inc.",stock,NYSE,sec-company-tickers+nasdaq-trader,false
TECK,TECK RESOURCES LTD,stock,NYSE,sec-company-tickers+nasdaq-trader,false
SYM,Symbotic Inc.,stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
TS,TENARIS SA,stock,NYSE,sec-company-tickers+nasdaq-trader,false
MTB,M&T BANK CORP,stock,NYSE,sec-company-tickers+nasdaq-trader,false
NTRS,NORTHERN TRUST CORP,stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
AXON,"AXON ENTERPRISE, INC.",stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
ONC,BeOne Medicines Ltd.,stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
RYAAY,RYANAIR HOLDINGS PLC,stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
EL,ESTEE LAUDER COMPANIES INC,stock,NYSE,sec-company-tickers+nasdaq-trader,false
MTSI,"MACOM Technology Solutions Holdings, Inc.",stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
RPRX,Royalty Pharma plc,stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
MTZ,MASTEC INC,stock,NYSE,sec-company-tickers+nasdaq-trader,false
VICI,VICI PROPERTIES INC.,stock,NYSE,sec-company-tickers+nasdaq-trader,false
AEE,AMEREN CORP,stock,NYSE,sec-company-tickers+nasdaq-trader,false
WDAY,"Workday, Inc.",stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
MDLN,Medline Inc.,stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
EC,ECOPETROL S.A.,stock,NYSE,sec-company-tickers+nasdaq-trader,false
SHG,SHINHAN FINANCIAL GROUP CO LTD,stock,NYSE,sec-company-tickers+nasdaq-trader,false
KBGGY,Kongsberg Gruppen ASA/ADR,stock,OTC,sec-company-tickers,false
RMD,RESMED INC,stock,NYSE,sec-company-tickers+nasdaq-trader,false
DTE,DTE ENERGY CO,stock,NYSE,sec-company-tickers+nasdaq-trader,false
CASY,CASEYS GENERAL STORES INC,stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
TCOM,Trip.com Group Ltd,stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
ATO,ATMOS ENERGY CORP,stock,NYSE,sec-company-tickers+nasdaq-trader,false
ZS,"Zscaler, Inc.",stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
FISV,FISERV INC,stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
NRG,"NRG ENERGY, INC.",stock,NYSE,sec-company-tickers+nasdaq-trader,false
RJF,RAYMOND JAMES FINANCIAL INC,stock,NYSE,sec-company-tickers+nasdaq-trader,false
CQP,"Cheniere Energy Partners, L.P.",stock,NYSE,sec-company-tickers+nasdaq-trader,false
RSHGY,RESONA HOLDINGS INC,stock,OTC,sec-company-tickers,false
P,"Everpure, Inc.",stock,NYSE,sec-company-tickers+nasdaq-trader,false
ZM,"Zoom Communications, Inc.",stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
GEHC,GE HealthCare Technologies Inc.,stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
FICO,FAIR ISAAC CORP,stock,NYSE,sec-company-tickers+nasdaq-trader,false
TDY,TELEDYNE TECHNOLOGIES INC,stock,NYSE,sec-company-tickers+nasdaq-trader,false
DOV,DOVER Corp,stock,NYSE,sec-company-tickers+nasdaq-trader,false
FTS,Fortis Inc.,stock,NYSE,sec-company-tickers+nasdaq-trader,false
TWLO,TWILIO INC,stock,NYSE,sec-company-tickers+nasdaq-trader,false
NTRA,"Natera, Inc.",stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
BIIB,BIOGEN INC.,stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
FTI,TechnipFMC plc,stock,NYSE,sec-company-tickers+nasdaq-trader,false
AMRZ,Amrize Ltd,stock,NYSE,sec-company-tickers+nasdaq-trader,false
IR,Ingersoll Rand Inc.,stock,NYSE,sec-company-tickers+nasdaq-trader,false
KHC,Kraft Heinz Co,stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
CNC,CENTENE CORP,stock,NYSE,sec-company-tickers+nasdaq-trader,false
CNP,CENTERPOINT ENERGY INC,stock,NYSE,sec-company-tickers+nasdaq-trader,false
PBA,PEMBINA PIPELINE CORP,stock,NYSE,sec-company-tickers+nasdaq-trader,false
CRCL,"Circle Internet Group, Inc.",stock,NYSE,sec-company-tickers+nasdaq-trader,false
VRSN,VERISIGN INC/CA,stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
OTIS,Otis Worldwide Corp,stock,NYSE,sec-company-tickers+nasdaq-trader,false
CPNG,"Coupang, Inc.",stock,NYSE,sec-company-tickers+nasdaq-trader,false
RDDT,"Reddit, Inc.",stock,NYSE,sec-company-tickers+nasdaq-trader,false
DXCM,DEXCOM INC,stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
BAP,CREDICORP LTD,stock,NYSE,sec-company-tickers+nasdaq-trader,false
CW,CURTISS WRIGHT CORP,stock,NYSE,sec-company-tickers+nasdaq-trader,false
TPL,Texas Pacific Land Corp,stock,NYSE,sec-company-tickers+nasdaq-trader,false
NTAP,"NetApp, Inc.",stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
EIX,EDISON INTERNATIONAL,stock,NYSE,sec-company-tickers+nasdaq-trader,false
NVT,nVent Electric plc,stock,NYSE,sec-company-tickers+nasdaq-trader,false
FOXA,Fox Corp,stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
PPL,PPL Corp,stock,NYSE,sec-company-tickers+nasdaq-trader,false
CHLSY,Chocoladefabriken Lindt & Spruengli AG/ADR,stock,OTC,sec-company-tickers,false
IQV,IQVIA HOLDINGS INC.,stock,NYSE,sec-company-tickers+nasdaq-trader,false
FE,FIRSTENERGY CORP,stock,NYSE,sec-company-tickers+nasdaq-trader,false
CFG,CITIZENS FINANCIAL GROUP INC/RI,stock,NYSE,sec-company-tickers+nasdaq-trader,false
EXPE,"Expedia Group, Inc.",stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
GELHY,Geely Automobile Holdings Limited/ADR,stock,OTC,sec-company-tickers,false
XYL,Xylem Inc.,stock,NYSE,sec-company-tickers+nasdaq-trader,false
AVB,AVALONBAY COMMUNITIES INC,stock,NYSE,sec-company-tickers+nasdaq-trader,false
ES,EVERSOURCE ENERGY,stock,NYSE,sec-company-tickers+nasdaq-trader,false
FTAI,FTAI Aviation Ltd.,stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
CINF,CINCINNATI FINANCIAL CORP,stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
VEEV,VEEVA SYSTEMS INC,stock,NYSE,sec-company-tickers+nasdaq-trader,false
PHG,KONINKLIJKE PHILIPS NV,stock,NYSE,sec-company-tickers+nasdaq-trader,false
ROL,ROLLINS INC,stock,NYSE,sec-company-tickers+nasdaq-trader,false
STZ,"CONSTELLATION BRANDS, INC.",stock,NYSE,sec-company-tickers+nasdaq-trader,false
HUBB,HUBBELL INC,stock,NYSE,sec-company-tickers+nasdaq-trader,false
JBHT,HUNT J B TRANSPORT SERVICES INC,stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
WRB,BERKLEY W R CORP,stock,NYSE,sec-company-tickers+nasdaq-trader,false
FSNUY,Fresenius SE & Co. KGaA,stock,OTC,sec-company-tickers,false
XPO,"XPO, Inc.",stock,NYSE,sec-company-tickers+nasdaq-trader,false
MDB,"MongoDB, Inc.",stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
CTSH,COGNIZANT TECHNOLOGY SOLUTIONS CORP,stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
FN,Fabrinet,stock,NYSE,sec-company-tickers+nasdaq-trader,false
PPG,PPG INDUSTRIES INC,stock,NYSE,sec-company-tickers+nasdaq-trader,false
AWK,"American Water Works Company, Inc.",stock,NYSE,sec-company-tickers+nasdaq-trader,false
SYF,Synchrony Financial,stock,NYSE,sec-company-tickers+nasdaq-trader,false
RF,REGIONS FINANCIAL CORP,stock,NYSE,sec-company-tickers+nasdaq-trader,false
STRL,"STERLING INFRASTRUCTURE, INC.",stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
AXIA,AXIA Energia S.A.,stock,NYSE,sec-company-tickers+nasdaq-trader,false
BEP,Brookfield Renewable Partners L.P.,stock,NYSE,sec-company-tickers+nasdaq-trader,false
IONQ,"IonQ, Inc.",stock,NYSE,sec-company-tickers+nasdaq-trader,false
KEY,KEYCORP /NEW/,stock,NYSE,sec-company-tickers+nasdaq-trader,false
INSM,INSMED Inc,stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
BG,Bunge Global SA,stock,NYSE,sec-company-tickers+nasdaq-trader,false
BNTX,BioNTech SE,stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
WSM,WILLIAMS SONOMA INC,stock,NYSE,sec-company-tickers+nasdaq-trader,false
DRI,DARDEN RESTAURANTS INC,stock,NYSE,sec-company-tickers+nasdaq-trader,false
AFRM,"Affirm Holdings, Inc.",stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
PAAS,PAN AMERICAN SILVER CORP,stock,NYSE,sec-company-tickers+nasdaq-trader,false
MKL,MARKEL GROUP INC.,stock,NYSE,sec-company-tickers+nasdaq-trader,false
BCE,BCE INC,stock,NYSE,sec-company-tickers+nasdaq-trader,false
FCNCA,FIRST CITIZENS BANCSHARES INC /DE/,stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
CHD,CHURCH & DWIGHT CO INC /DE/,stock,NYSE,sec-company-tickers+nasdaq-trader,false
CMS,CMS ENERGY CORP,stock,NYSE,sec-company-tickers+nasdaq-trader,false
SQM,CHEMICAL & MINING CO OF CHILE INC,stock,NYSE,sec-company-tickers+nasdaq-trader,false
ATI,ATI INC,stock,NYSE,sec-company-tickers+nasdaq-trader,false
TSN,"TYSON FOODS, INC.",stock,NYSE,sec-company-tickers+nasdaq-trader,false
IHG,INTERCONTINENTAL HOTELS GROUP PLC /NEW/,stock,NYSE,sec-company-tickers+nasdaq-trader,false
NI,NISOURCE INC.,stock,NYSE,sec-company-tickers+nasdaq-trader,false
DG,DOLLAR GENERAL CORP,stock,NYSE,sec-company-tickers+nasdaq-trader,false
PKX,POSCO HOLDINGS INC.,stock,NYSE,sec-company-tickers+nasdaq-trader,false
CPAY,"CORPAY, INC.",stock,NYSE,sec-company-tickers+nasdaq-trader,false
KOF,COCA COLA FEMSA SAB DE CV,stock,NYSE,sec-company-tickers+nasdaq-trader,false
RL,RALPH LAUREN CORP,stock,NYSE,sec-company-tickers+nasdaq-trader,false
STLA,Stellantis N.V.,stock,NYSE,sec-company-tickers+nasdaq-trader,false
PFG,PRINCIPAL FINANCIAL GROUP INC,stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
EXE,EXPAND ENERGY Corp,stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
LPLA,LPL Financial Holdings Inc.,stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
ULTA,"Ulta Beauty, Inc.",stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
MKSI,MKS INC,stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
TELNY,TELENOR ASA,stock,OTC,sec-company-tickers,false
VRSK,"Verisk Analytics, Inc.",stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
CRS,CARPENTER TECHNOLOGY CORP,stock,NYSE,sec-company-tickers+nasdaq-trader,false
L,LOEWS CORP,stock,NYSE,sec-company-tickers+nasdaq-trader,false
PHM,PULTEGROUP INC/MI/,stock,NYSE,sec-company-tickers+nasdaq-trader,false
HPQ,HP INC,stock,NYSE,sec-company-tickers+nasdaq-trader,false
FFIV,"F5, INC.",stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
WST,WEST PHARMACEUTICAL SERVICES INC,stock,NYSE,sec-company-tickers+nasdaq-trader,false
SMCI,"Super Micro Computer, Inc.",stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
TW,Tradeweb Markets Inc.,stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
LYB,LyondellBasell Industries N.V.,stock,NYSE,sec-company-tickers+nasdaq-trader,false
MTD,METTLER TOLEDO INTERNATIONAL INC/,stock,NYSE,sec-company-tickers+nasdaq-trader,false
LEN,LENNAR CORP /NEW/,stock,NYSE,sec-company-tickers+nasdaq-trader,false
ILMN,"ILLUMINA, INC.",stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
FIS,"Fidelity National Information Services, Inc.",stock,NYSE,sec-company-tickers+nasdaq-trader,false
AKAM,AKAMAI TECHNOLOGIES INC,stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
ENTG,ENTEGRIS INC,stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
WIT,WIPRO LTD,stock,NYSE,sec-company-tickers+nasdaq-trader,false
VIV,TELEFONICA BRASIL S.A.,stock,NYSE,sec-company-tickers+nasdaq-trader,false
TEAM,Atlassian Corp,stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
EDPFY,EDP ENERGIAS DE PORTUGAL SA,stock,OTC,sec-company-tickers,false
WWD,"Woodward, Inc.",stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
AS,"Amer Sports, Inc.",stock,NYSE,sec-company-tickers+nasdaq-trader,false
SBAC,SBA COMMUNICATIONS CORP,stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
IREN,IREN Ltd,stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
ROIV,Roivant Sciences Ltd.,stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
DGX,QUEST DIAGNOSTICS INC,stock,NYSE,sec-company-tickers+nasdaq-trader,false
STE,STERIS plc,stock,NYSE,sec-company-tickers+nasdaq-trader,false
OMC,OMNICOM GROUP INC.,stock,NYSE,sec-company-tickers+nasdaq-trader,false
LH,LABCORP HOLDINGS INC.,stock,NYSE,sec-company-tickers+nasdaq-trader,false
FWONA,Liberty Media Corp,stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
VLTO,Veralto Corp,stock,NYSE,sec-company-tickers+nasdaq-trader,false
EXPD,EXPEDITORS INTERNATIONAL OF WASHINGTON INC,stock,NYSE,sec-company-tickers+nasdaq-trader,false
DKS,"DICK'S SPORTING GOODS, INC.",stock,NYSE,sec-company-tickers+nasdaq-trader,false
ALB,ALBEMARLE CORP,stock,NYSE,sec-company-tickers+nasdaq-trader,false
LUV,SOUTHWEST AIRLINES CO,stock,NYSE,sec-company-tickers+nasdaq-trader,false
LSCC,LATTICE SEMICONDUCTOR CORP,stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
SW,Smurfit Westrock plc,stock,NYSE,sec-company-tickers+nasdaq-trader,false
YPF,YPF SOCIEDAD ANONIMA,stock,NYSE,sec-company-tickers+nasdaq-trader,false
SOFI,"SoFi Technologies, Inc.",stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
BURL,"Burlington Stores, Inc.",stock,NYSE,sec-company-tickers+nasdaq-trader,false
TTMI,TTM TECHNOLOGIES INC,stock,Nasdaq,sec-company-tickers+nasdaq-trader,false
ULS,UL Solutions Inc.,stock,NYSE,sec-company-tickers+nasdaq-trader,false
HKHHY,HEINEKEN HOLDING N V,stock,OTC,sec-company-tickers,false
DD,"DuPont de Nemours, Inc.",stock,NYSE,sec-company-tickers+nasdaq-trader,false
